Number,SparsityLevel,PSLL,Alpha,FinalResult
10,0.333333333333333,10.1394616456147,54,-7.8605383543853
10,0.333333333333333,10.1394616456147,54.5,-8.02720502105196
10,0.333333333333333,10.1394616456147,55,-8.19387168771863
10,0.333333333333333,10.1394616456147,55.5,-8.3605383543853
10,0.333333333333333,10.1394616456147,56,-8.52720502105196
10,0.333333333333333,10.1394616456147,56.5,-8.69387168771863
10,0.333333333333333,10.1394616456147,57,-8.8605383543853
10,0.333333333333333,10.1394616456147,57.5,-9.02720502105196
10,0.333333333333333,10.1394616456147,58,-9.19387168771863
10,0.333333333333333,10.1394616456147,58.5,-9.3605383543853
8,0.266666666666667,6.20868281789224,59,-9.52465051544109
8,0.266666666666667,6.20868281789224,59.5,-9.65798384877443
8,0.266666666666667,6.20868281789224,60,-9.79131718210776
8,0.266666666666667,6.20868281789224,60.5,-9.92465051544109
8,0.266666666666667,6.20868281789224,61,-10.0579838487744
8,0.266666666666667,6.20868281789224,61.5,-10.1913171821078
8,0.266666666666667,6.20868281789224,62,-10.3246505154411
8,0.266666666666667,6.20868281789224,62.5,-10.4579838487744
8,0.266666666666667,6.20868281789224,63,-10.5913171821078
8,0.266666666666667,6.20868281789224,63.5,-10.7246505154411
8,0.266666666666667,6.20868281789224,64,-10.8579838487744
8,0.266666666666667,6.20868281789224,64.5,-10.9913171821078
8,0.266666666666667,6.20868281789224,65,-11.1246505154411
8,0.266666666666667,6.20868281789224,65.5,-11.2579838487744
8,0.266666666666667,6.20868281789224,66,-11.3913171821078
8,0.266666666666667,6.20868281789224,66.5,-11.5246505154411
8,0.266666666666667,6.20868281789224,67,-11.6579838487744
8,0.266666666666667,6.20868281789224,67.5,-11.7913171821078
8,0.266666666666667,6.20868281789224,68,-11.9246505154411
8,0.266666666666667,6.20868281789224,68.5,-12.0579838487744
8,0.266666666666667,6.20868281789224,69,-12.1913171821078
8,0.266666666666667,6.20868281789224,69.5,-12.3246505154411
8,0.266666666666667,6.20868281789224,70,-12.4579838487744
8,0.266666666666667,6.20868281789224,70.5,-12.5913171821078
8,0.266666666666667,6.20868281789224,71,-12.7246505154411
8,0.266666666666667,6.20868281789224,71.5,-12.8579838487744
8,0.266666666666667,6.20868281789224,72,-12.9913171821078
8,0.266666666666667,6.20868281789224,72.5,-13.1246505154411
8,0.266666666666667,6.20868281789224,73,-13.2579838487744
8,0.266666666666667,6.20868281789224,73.5,-13.3913171821078
8,0.266666666666667,6.20868281789224,74,-13.5246505154411
8,0.266666666666667,6.20868281789224,74.5,-13.6579838487744
8,0.266666666666667,6.20868281789224,75,-13.7913171821078
8,0.266666666666667,6.20868281789224,75.5,-13.9246505154411
8,0.266666666666667,6.20868281789224,76,-14.0579838487744
8,0.266666666666667,6.20868281789224,76.5,-14.1913171821078
8,0.266666666666667,6.20868281789224,77,-14.3246505154411
8,0.266666666666667,6.20868281789224,77.5,-14.4579838487744
8,0.266666666666667,6.20868281789224,78,-14.5913171821078
8,0.266666666666667,6.20868281789224,78.5,-14.7246505154411
8,0.266666666666667,6.20868281789224,79,-14.8579838487744
8,0.266666666666667,6.20868281789224,79.5,-14.9913171821078
8,0.266666666666667,6.20868281789224,80,-15.1246505154411
8,0.266666666666667,6.20868281789224,80.5,-15.2579838487744
8,0.266666666666667,6.20868281789224,81,-15.3913171821078
8,0.266666666666667,6.20868281789224,81.5,-15.5246505154411
8,0.266666666666667,6.20868281789224,82,-15.6579838487744
8,0.266666666666667,6.20868281789224,82.5,-15.7913171821078
8,0.266666666666667,6.20868281789224,83,-15.9246505154411
8,0.266666666666667,6.20868281789224,83.5,-16.0579838487744
8,0.266666666666667,6.20868281789224,84,-16.1913171821078
8,0.266666666666667,6.20868281789224,84.5,-16.3246505154411
8,0.266666666666667,6.20868281789224,85,-16.4579838487744
8,0.266666666666667,6.20868281789224,85.5,-16.5913171821078
8,0.266666666666667,6.20868281789224,86,-16.7246505154411
8,0.266666666666667,6.20868281789224,86.5,-16.8579838487744
8,0.266666666666667,6.20868281789224,87,-16.9913171821078
8,0.266666666666667,6.20868281789224,87.5,-17.1246505154411
8,0.266666666666667,6.20868281789224,88,-17.2579838487744
8,0.266666666666667,6.20868281789224,88.5,-17.3913171821078
8,0.266666666666667,6.20868281789224,89,-17.5246505154411
8,0.266666666666667,6.20868281789224,89.5,-17.6579838487744
8,0.266666666666667,6.20868281789224,90,-17.7913171821078
8,0.266666666666667,6.20868281789224,90.5,-17.9246505154411
8,0.266666666666667,6.20868281789224,91,-18.0579838487744
8,0.266666666666667,6.20868281789224,91.5,-18.1913171821078
8,0.266666666666667,6.20868281789224,92,-18.3246505154411
8,0.266666666666667,6.20868281789224,92.5,-18.4579838487744
8,0.266666666666667,6.20868281789224,93,-18.5913171821078
8,0.266666666666667,6.20868281789224,93.5,-18.7246505154411
8,0.266666666666667,6.20868281789224,94,-18.8579838487744
8,0.266666666666667,6.20868281789224,94.5,-18.9913171821078
8,0.266666666666667,6.20868281789224,95,-19.1246505154411
8,0.266666666666667,6.20868281789224,95.5,-19.2579838487744
8,0.266666666666667,6.20868281789224,96,-19.3913171821078
8,0.266666666666667,6.20868281789224,96.5,-19.5246505154411
8,0.266666666666667,6.20868281789224,97,-19.6579838487744
8,0.266666666666667,6.20868281789224,97.5,-19.7913171821078
8,0.266666666666667,6.20868281789224,98,-19.9246505154411
8,0.266666666666667,6.20868281789224,98.5,-20.0579838487744
8,0.266666666666667,6.20868281789224,99,-20.1913171821078
8,0.266666666666667,6.20868281789224,99.5,-20.3246505154411
8,0.266666666666667,6.20868281789224,100,-20.4579838487744
